filename,title,abstract,abstractSource,publication,full_text_path,repository
Lithic-or-metal-tools--Techno-traceolog_2019_Digital-Applications-in-Archaeo.pdf,Lithic or metal tools: Techno-traceological and 3D analysis of rock art,"Techno-traceological studies in rock art are dedicated to reveal the properties of gestures and tools used for making petroglyphs. The purpose of this kind of research is to identify technological tendencies in ﬁgurative traditions, for that we have to analyze a great number of ﬁgures. Determination of the tools demands large efforts for manual classiﬁcation, but today the procedure is much simpler thanks to 3D visualization. We aim at supporting techno-traceological studies of petroglyphs by 3D shape classiﬁcation algorithms. We use 3D segmentation approach to determine the shapes of tool marks and classiﬁcation algorithms to reveal the difference (for lithic/metal tool traces). We applied the approach to experimental and archaeological test on 3D models of petroglyphs. As a perspective in developing a complete analytical tool we think of creating a more accurate classiﬁcation.",label,journal,data/full_texts\Lithic-or-metal-tools--Techno-traceolog_2019_Digital-Applications-in-Archaeo.txt,scientedirect
Loading-capacity-of-adhesive-joints-regarding-t_2020_Journal-of-Advanced-Joi.pdf,Loading  capacity  of  adhesive  joints  regarding  their  manufacturing  process,"Adhesive bonding of materials with diﬀerent thermal expansion coeﬃcients is a major challenge for the manu- facturers. Especially the drying process after cathodic dip coating can lead to damage, residual stresses or failure in the adhesive layer. Loads caused by the production process inﬂuence the loading capacity of bonded joints in later use and therefore must already be taken into account during the design process. This paper investigates the loading conditions induced by the manufacturing process. Furthermore, the capacity of adhesive joints loaded by such manufacturing loads will be examined on a new designed specimen type. Therefore, experiments and simulations on bimetallic hat proﬁles are carried out to determine if the loading conditions between simulations and experiments can be matched by using a temperature-dependent cohesive zone model.",label,Journal,data/full_texts\Loading-capacity-of-adhesive-joints-regarding-t_2020_Journal-of-Advanced-Joi.txt,scientedirect
Lost-colours--Photogrammetry--image-analysis-using-t_2019_Digital-Applicatio.pdf,"Lost colours: Photogrammetry, image analysis using the DStretch plugin, and 3-D modelling of post- ﬁ ring painted pottery from the south west Iberian Peninsula ☆","The main purpose of this project was to verify the use of the DStretch plugin, designed to study rock art, for analysing post-ﬁring painted pottery from the Late Bronze Age and Early Iron Age in the Atlantic façade of the Iberian Peninsula. To do so, a Guadalquivir-type carinated pot was used as a study vessel from the excavations of Portaceli (Medellín, Badajoz, Spain). The study brought together all of the different methods used, from the photogrammetry used to obtain a high-quality image of the piece, analysis with DStretch, and the ﬁnal 3-D modelling process in order to accurately reproduce the shape and decoration of the vessel. The ﬁnal goal was to obtain precise documentation on these types of vessels, the handling of which is not recommended due to the fragile nature of the pigments used in their decoration.",label,journal,data/full_texts\Lost-colours--Photogrammetry--image-analysis-using-t_2019_Digital-Applicatio.txt,scientedirect
Machine-intelligence-for-interpretation-and-preserva_2025_Automation-in-Cons.pdf,Machine intelligence for interpretation and preservation of built heritage,"Documenting and characterizing built heritage through digital format are topical issues in the architecture and heritage preservation field. Although digitalized built heritage (DBH) features are complex, they have been intelligently interpreted and perceived by researchers supported by machine learning (ML) models. This paper reviews the mainstream ML models applied in the tasks of quantitative interpreting of formal features and parsing of multi-spatial-element synergy mechanisms, and summarizes their applications in the major issues of DBH characterization research, to show their operation paradigms and demonstrate what gaps still exist. Based on the review, the ML models have been capable of quantitatively extracting the formal features of DBH and parsing the synergy weights of multi-spatial-elements. However, future research still requires advances in 1) Automatically summarizing the DBH formal features; 2) Taking point clouds as an ideal DBH carrier; 3) Forming a computer-autonomous decision-making path for built heritage preservation.",label,journal,data/full_texts\Machine-intelligence-for-interpretation-and-preserva_2025_Automation-in-Cons.txt,scientedirect
Machine-learning-based-approach-for-efficient-predictio_2023_Journal-of-Haza.pdf,Machine learning-based approach for efficient prediction of toxicity of chemical gases using feature selection,"• The structure-activity relationship of the compounds consisting of 144 chemical gases was investigated. • Six optimum binary classification models were developed. • The models created for classifying and predicting chemical gases have shown promising results. • With these models, toxic gases will be detected without any safety and health problems. A R T I C L E I N F O Editor: Dr. R Teresa",label,Journal,data/full_texts\Machine-learning-based-approach-for-efficient-predictio_2023_Journal-of-Haza.txt,scientedirect
Machine-Learning-for-Cultural-Heritage--A-Sur_2020_Pattern-Recognition-Lette.pdf,Machine  Learning  for  Cultural  Heritage:  A  Survey,"The application of Machine Learning (ML) to Cultural Heritage (CH) has evolved since basic statistical ap- proaches such as Linear Regression to complex Deep Learning models. The question remains how much of this actively improves on the underlying algorithm versus using it within a ‘black box’ setting. We sur- vey across ML and CH literature to identify the theoretical changes which contribute to the algorithm and in turn them suitable for CH applications. Alternatively, and most commonly, when there are no changes, we review the CH applications, features and pre/post-processing which make the algorithm suitable for its use. We analyse the dominant divides within ML, Supervised, Semi-supervised and Unsupervised, and reﬂect on a variety of algorithms that have been extensively used. From such an analysis, we give a crit- ical look at the use of ML in CH and consider why CH has only limited adoption of ML. © 2020 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY license. ( http://creativecommons.org/licenses/by/4.0/ )",label,journal,data/full_texts\Machine-Learning-for-Cultural-Heritage--A-Sur_2020_Pattern-Recognition-Lette.txt,scientedirect
Managing-Artificial-Intelligence-in-Archeology--_2025_Journal-of-Cultural-He.pdf,Managing  Artiﬁcial  Intelligence  in  Archeology.  An  overview,"The integration of AI in archaeology poses several risks due to the oversimpliﬁcation of complex archae- ological data for computational ease. This reductionist approach fosters a deterministic view, treating provisional classiﬁcations as deﬁnitive truths and inﬂuencing subsequent interpretations. The reliance on legacy data and Big Data for AI training risks perpetuating outdated ideas and frameworks. As AI expands from automating tasks to interpreting and creating reconstructions, archaeologists must adopt a critical approach to avoid biased and harmful outputs. The deterministic view of AI hinders informed debate. Archaeologists should engage in discussions that address the classiﬁcatory, and ethical aspects as well as the materiality of AI. The accumulation of data in AI mimics storytelling but lacks the interpretative depth needed to understand historical human perspectives. Developing theories and narrative practices is essential to making archaeological data meaningful. The shift from a representational to a co-creative view of data is necessary to understand its re-use and the power dynamics involved. Finally, to normalise AI in archaeology, a critical and sceptical approach is needed to integrate AI into the real world and understand its implications and ethical considerations. © 2024 The Author(s). Published by Elsevier Masson SAS. This is an open access article under the CC BY license ( http://creativecommons.org/licenses/by/4.0/ )",label,Journal,data/full_texts\Managing-Artificial-Intelligence-in-Archeology--_2025_Journal-of-Cultural-He.txt,scientedirect
Mapping-the-walls--High-resolution-cartography-applied-to-_2021_Journal-of-A.pdf,"Mapping the walls: High-resolution cartography applied to the analysis of prehistoric cave art in the Grotte du Mammouth (Domme, Dordogne, France)","The analysis of paintings and engravings on the walls of Upper Palaeolithic caves generally focuses on the images themselves, their technical or stylistic characteristics, graphical and spatial composition, and, to a lesser extent, radiometric dating. More recent studies of cave art have reinforced new interdisciplinary perspectives that address the archaeology, karstology and geomorphology of the site. This latter aspect helps place the repre­ sentations in the long-term geo-morphological history of the cave itself, and thus sheds new light on its human occupation. At the Grotte du Mammouth (Domme, Dordogne, France), we developed an innovative approach to cave art that incorporates a geological and geomorphological analysis of the decorated walls combined with new mapping and digital recording techniques to produce a detailed “identity card” of the site’s features.",label,Journal,data/full_texts\Mapping-the-walls--High-resolution-cartography-applied-to-_2021_Journal-of-A.txt,scientedirect
Markerless-detection-of-ancient-rock-carvings-in-the-w_2020_Pattern-Recognit.pdf,"Markerless  detection  of  ancient  rock  carvings  in  the  wild:  rock  art  in  Vathy,  Astypalaia","In this paper, we discuss the problem of object detection in a cultural heritage application context. In particular, the objects to be detected are ancient rock carvings, discovered at the archaeological site of Vathy, Astypalaia in Greece. Without the help of a marker or a human expert, the rock carvings are ex- tremely diﬃcult for a visitor of the site to discern from their surroundings. We explore the possibility of using a computational method that could replace the human expert and detect the rock carvings of interest without the aid of a speciﬁc marker. We present a dataset of images that is comprised of anno- tated photographs of the rock carvings, taken in situ and under differing poses and lighting parameters. Two methods for detection are applied; the ﬁrst method makes use of a supervised, deep learning-based model, while the other relies on feature point-based matching to an annotated template, in the context of which we propose a simple image matching distance. We show that each method is applicable under different conditions, and evaluate their effectiveness with numerical trials. © 2020 Elsevier B.V. All rights reserved.",label,journal,data/full_texts\Markerless-detection-of-ancient-rock-carvings-in-the-w_2020_Pattern-Recognit.txt,scientedirect
Memory--agency--and-labor-mobilization-in-the-monumen_2023_Journal-of-Anthro.pdf,"Memory, agency, and labor mobilization in the monumental funerary landscapes of southeastern Mauritania, West Africa","The archaeological record of southeastern Mauritania has considerable potential to contribute to longstanding anthropological debates in world prehistory, such as early cereal domestication or the emergence and organi­ zation of complex societies, although research remains limited. The archaeological study of funerary rites offers invaluable insights into cultural attitudes towards the dead and the socio-economic dynamics of the living. The materiality of remembrance is a political statement, rooted on the ability of different social agents to mobilize labor pools and networks of obligations within a given cultural framework. As such, understanding the spatial distribution and size variability in burial monuments within funerary landscapes provides insights into the social energetics of ancestor memorialization. To that end, this paper first presents a size-based classification system for pre-Islamic conical tumulus cairns in the highlands of southeastern Mauritania, West Africa, that has much wider applicability within prehistoric Saharan archaeology. Through the first application of Gini coefficients to the study of funerary landscapes, the paper then analyses the spatial distribution and degree of monument size variability within large, spatially bounded clusters (“tumulus fields”) in Dhar Tichitt in order to contextualize the socio-economic dynamics of labor mobilization at three previously undocumented tumulus fields in the western Tagant Plateau.",label,Journal,data/full_texts\Memory--agency--and-labor-mobilization-in-the-monumen_2023_Journal-of-Anthro.txt,scientedirect
Methodological-considerations-of-integrating-portable-d_2015_Digital-Applica.pdf,Methodological considerations of integrating portable digital technologies in the analysis and management of complex superimposed Californian pictographs: From spectroscopy and spectral imaging to 3-D scanning,How can the utilization of newly developed advanced portable technologies give us greater understandings of the most complex of prehistoric rock art? This is the questions driving The Gordian Knot project analysing the polychrome Californian site known as Pleito. New small transportable devices allow detailed on-site analyses of rock art. These non-destructive portable technologies can use X-ray and Raman technology to determine the chemical elements used to make the pigment that makes the painting; they can use imaging techniques such as Highlight Reﬂective Transformation Imaging and dStretch© to enhance their visibility; they can use digital imagery to disentangle complex superimposed paintings; and they can use portable laser instruments to analyse the micro-topography of the rock surface and integrate these technologies into a 3-D environment. This paper outlines a robust methodology and preliminary results to show how an integration of different portable technologies can serve rock art research and management. & 2015 Elsevier Ltd. All rights reserved.,label,journal,data/full_texts\Methodological-considerations-of-integrating-portable-d_2015_Digital-Applica.txt,scientedirect
Methodology-and-trends-for-an-intelligent-tra_2018_Sustainable-Computing--In.pdf,"Mfenjou  a , e ,  Ado  Ari  a , b , ∗ ,  Wahabou  Abdou  c ,  Franc¸  Spies  d , Kolyang  a","Increasingly, the technologies that are used in telecommunications contribute to improve intelligent transport systems. These technologies are systems that offer several concepts like vehicular ad hoc networks, which allow reduction of trafﬁc accidents, trafﬁc congestion and consequently increase road safety and the comfort of road users. Developing countries in general and those of sub-Sahara in particular do not have telecommunication infrastructures, even road infrastructures for the implementation of an intelligent transport system. Moreover, with the serious increase in vehicles in these countries, the problem of trafﬁc regulation arise especially in the inter-urban context. One of the consequences of this problem is the high rate of road trafﬁc accidents. Several models of trafﬁc regulation as well as modeling systems of urban transport networks are presented in the literature. Unfortunately these models are intended for developed countries. The aim of this paper is to present, ﬁrstly the problems of the implementation of intelligent transport systems in developing countries like sub-Saharan Africa. Secondly, we present a survey of a road trafﬁc model and an urban transport network models. Finally, we propose solutions, which provide methodologies for the modeling of a system and monitor trafﬁc on inter-urban road transport networks in developing countries. © 2018 Elsevier Inc. All rights reserved.",label,Publication not identified,data/full_texts\Methodology-and-trends-for-an-intelligent-tra_2018_Sustainable-Computing--In.txt,scientedirect
Methods-for-Ancient-Wall-Graffiti-Documentati_2020_Journal-of-Archaeological.pdf,Methods for Ancient Wall Graffiti Documentation: Overview and Applications,"Ancient graffiti are evidence of the past, scattered all over the globe and common to many cultures. Docu­ mentation is a crucial step for their study, and must allow for clear interpretation. There are a variety of traditional methods to document ancient graffiti, from sketches to frottages, to contact tracing and photography. Digital instruments and other innovative methods developed during recent years in the field of heritage docu­ mentation can also be successfully applied to graffiti, improving the quality of results and increasing their readability. This paper presents the principal methods used for graffiti documentation and discusses the trends over the last few decades; it also presents two different case studies where the principal methods are tested and reviewed.",label,Journal,data/full_texts\Methods-for-Ancient-Wall-Graffiti-Documentati_2020_Journal-of-Archaeological.txt,scientedirect
Methods-for-measuring-rock-surface-weathering-and-erosi_2014_Earth-Science-R.pdf,Methods for measuring rock surface weathering and erosion: A critical review,a r t i c l e i n f o Article history: Received 28 November 2012 Accepted 22 April 2014 Available online 30 April 2014,label,journal,data/full_texts\Methods-for-measuring-rock-surface-weathering-and-erosi_2014_Earth-Science-R.txt,scientedirect
Micro-RTI-as-a-novel-technology-for-the-investiga_2018_Journal-of-Archaeolog.pdf,Micro-RTI as a novel technology for the investigation and documentation of archaeological textiles,"Textiles are among the most informative items among archaeological ﬁnds. However, their physical and chemical characteristics and the eﬀect of prolonged burial make them particularly sensitive and diﬃcult to investigate and conserve. In keeping with conservation ethics and in order to ensure the preservation of textiles while allowing maximal retrieval of information, advanced research tools are required. Reﬂectance Transformation Imaging (RTI) is an imaging technique which uses reﬂected light to record the three-dimensional characteristics of the surface of objects. This study investigated the implementation of Micro-RTI - a novel RTI technology using a microscope - for the examination and documentation of archaeological textiles. The technique allows the capture, examination, documentation and presentation of ﬁne surface details which often cannot be identiﬁed by ordinary photography. In this study, an assemblage of textiles of diﬀerent periods from the Judean Desert, Israel, was examined. Comparison of images made by several techniques in parallel showed that Micro-RTI provides the most comprehensive information about the textiles including a signiﬁcant advantage in the visual representation of the weave, the ﬁbers, the surface and patterns of decay and erosion. The results of this study demonstrate the signiﬁcant potential of Micro-RTI technology for the research and documentation of archaeological textiles.",label,Journal,data/full_texts\Micro-RTI-as-a-novel-technology-for-the-investiga_2018_Journal-of-Archaeolog.txt,scientedirect
Minimum-cross-entropy-threshold-selection_1996_Pattern-Recognition.pdf,Title not identified,"Thresholding is a common and easily implemented form of image segmentation. Many methods of automatic threshold selection based on the optimization of some discriminant function have been proposed. Such functions often take the form of a metric distance or similarity measure between the original image and the segmented result. A non-metric measure, the cross-entropy, is used here to determine the optimum threshold. It is shown that this measure is related to other commonly used measures of distance or similarity under special conditions, although it is in some senses more general. Some typical results using this method are presented, together with results using a metric form of the cross-entropy. Cross-entropy Thresholding Segmentation Correlation Pearson's Z 2 Maximum entropy",label,Publication not identified,data/full_texts\Minimum-cross-entropy-threshold-selection_1996_Pattern-Recognition.txt,scientedirect
Mobile-clinical-support-system-for-pediatric-emer_2003_Decision-Support-Syst.pdf,Mobile clinical support system for pediatric emergencies,This paper describes the process and methodology of designing and developing a mobile support system to triage abdominal pain in the emergency room (ER) of a hospital. Application of rough sets theory and fuzzy measures to data collected at Children’s Hospital of Eastern Ontario allowed us to identify the most relevant clinical symptoms and signs while evaluating an abdominal pain patient. This information was used to develop a multilevel clinical algorithm that forms the reasoning module of a clinical support system. We describe a client system called Mobile Emergency Triage (MET) that is installed on Palm handheld and that can be used to triage a child irrespective of the available information. We present MET’s functions allowing for the electronic data capture and wireless data transfer. D 2002 Elsevier Science B.V. All rights reserved.,label,Journal,data/full_texts\Mobile-clinical-support-system-for-pediatric-emer_2003_Decision-Support-Syst.txt,scientedirect
Model-for-the-Identification-and-Classification-of-Pa_2021_KSCE-Journal-of-C.pdf,Model for the Identification and Classification of Partially Damaged  and Vandalized Traffic Signs,Received 7 October 2020 Revised 1st 12 January 2021 Revised 2nd 25 March 2021 Accepted 5 May 2021 Published Online 2 July 2021,label,Journal,data/full_texts\Model-for-the-Identification-and-Classification-of-Pa_2021_KSCE-Journal-of-C.txt,scientedirect
Model-free-data-driven-computational-mech_2021_Computer-Methods-in-Applied-M.pdf,Model-free data-driven computational mechanics enhanced by tensor,"The data-driven computing paradigm initially introduced by Kirchdoerfer and Ortiz (2016) is extended by incorporating locally linear tangent spaces into the data set. These tangent spaces are constructed by means of the tensor voting method introduced by Mordohai and Medioni (2010) which improves the learning of the underlying structure of a data set. Tensor voting is an instance-based machine learning technique which accumulates votes from the nearest neighbors to build up secondorder tensors encoding tangents and normals to the underlying data structure. The here proposed second-order data-driven paradigm is a plug-in method for distance-minimizing as well as entropy-maximizing data-driven schemes. Like its predecessor (Kirchdoerfer and Ortiz, 2016), the resulting method aims to minimize a suitably defined free energy over phase space subject to compatibility and equilibrium constraints. The method’s implementation is straightforward and numerically efficient since the data structure analysis is performed in an offline step. Selected numerical examples are presented that establish the higher-order convergence properties of the data-driven solvers enhanced by tensor voting for ideal and noisy data sets. c⃝2020 Elsevier B.V. All rights reserved.",label,Publication not identified,data/full_texts\Model-free-data-driven-computational-mech_2021_Computer-Methods-in-Applied-M.txt,scientedirect
Model-of-the-reasoning-process-in-a-multiagent-cogn_2020_Procedia-Computer-S.pdf,"Postproceedings of the 10th Annual International Conference on Biologically Inspired Cognitive Architectures, BICA 2019 (Tenth Annual Meeting of the BICA Society)","A model of the reasoning process in a multiagent cognitive system for the synthesis of intelligent solutions of the problem is presented. The approach based on the computational abstraction of multi-agent neurocognitive systems that illustrates architectural conformity to self-organizing neurocognitive networks of the brain. The model represents the process of reasoning in the form of cognitive blocks that synthesize intelligent solutions and allow the user to effectively solve the tasks. 616 Zalimhan Nagoev et al. / Procedia Computer Science 169 (2020) 615–619 game artificial intelligence, expert systems, some speech and video recognition programs, theorem proving automation programs, etc. Currently, research is aimed at creating the so-called “general” artificial intelligence. Such systems must satisfy the following criteria: • must be intellectual; • to work with unstructured input parameters for recognition; • to have a semantic view of the world in order to be able to take further action; • to recognize the situation, find it in past experience and based on it to simulate the situation in the future; • to possess all the necessary skills for development, support and solving problems. To create an intelligent system with these criteria, you must first develop a model of reasoning when making decisions. The purpose of the study is to develop a model of the reasoning process in a multiagent cognitive system for the synthesis of an intellectual solution to the problem. The object of the study is a system of general AI for solving problems. The subject of the study is the process of reasoning and decision-making in the system of general AI.",label,Journal,data/full_texts\Model-of-the-reasoning-process-in-a-multiagent-cogn_2020_Procedia-Computer-S.txt,scientedirect
Modelled-clay-animals-in-Aitzbitarte-IV-Cave--A-uni_2020_Journal-of-Archaeol.pdf,Modelled clay animals in Aitzbitarte IV Cave: A unique Palaeolithic rock art site in the Cantabrian Region,"Aitzbitarte hill is a classic archaeological site for the Upper Palaeolithic in the Cantabrian Region. Excavations in caves III and IV were started at the end of the 19th century and continued during the next, revealing broad sequences of human occupations. The ﬁrst very modest evidence of parietal art was located in 2012 in Aitzbitarte IV, and shortly after in 2015, more clear evidence of Gravettian and Magdalenian rock-art manifestations were reported for caves III, V and IX. In 2017, Felix Ugarte Elkartea speleologists located a new decorated gallery in a chimney inside the main gallery of Aitzbitarte IV. The preliminary study, presented in this paper, reveals a unique rock art composition where the natural clay from the walls was engraved and modelled in some cases to create low-relief bison, horses, reindeer and vulvas. This uncommon technique, totally unknown in the archaeological record of the Iberian Peninsula, the formal conventions (horns and legs in perspective, closed eyes in bison, scapular quarterings in the horses, etc.) and the presence of vulvas engraved in clay (as in Bédeilhac, Montespan or Oxocelhaya), relate this cave to Middle Magdalenian rock-art sites in the French Pyrenees region. The new data from Aitzbitarte IV, together with data recently obtained from the surrounding caves, provide insights into symbolic networks at the end of the Upper Palaeolithic in Western Europe.",label,Journal,data/full_texts\Modelled-clay-animals-in-Aitzbitarte-IV-Cave--A-uni_2020_Journal-of-Archaeol.txt,scientedirect
Moment-invariants-for-recognition-under-changin_2004_Computer-Vision-and-Ima.pdf,Moment invariants for recognition under changing viewpoint and illumination,"Generalised color moments combine shape and color information and put them on an equal footing. Rational expressions of such moments can be designed, that are invariant under both geometric deformations and photometric changes. These generalised color moment invariants are eﬀective features for recognition under changing viewpoint and illumination. The paper gives a systematic overview of such moment invariants for several combinations of deformations and photometric changes. Their validity and potential is corroborated through a series of experiments. Both the cases of indoor and outdoor images are considered, as illumination changes tend to diﬀer between these circumstances. Although the generalised color moment invariants are extracted from planar surface patches, it is argued that invariant neighbourhoods oﬀer a concept through which they can also be used to deal with 3D objects and scenes.  2003 Elsevier Inc. All rights reserved.",label,Publication not identified,data/full_texts\Moment-invariants-for-recognition-under-changin_2004_Computer-Vision-and-Ima.txt,scientedirect
Monitoring-the-evolution-of-dimensional-accuracy_2024_Advances-in-Industrial.pdf,Advances in Industrial and Manufacturing Engineering,"As recent trends in manufacturing engineering disciplines show a clear development in the sustainable as well as economically efficient design of forming processes, monitoring techniques have been gaining in relevance. In terms of monitoring of product properties, most processes are currently open-loop controlled, entailing that the microstructure evolution, which determines the final product properties, is not considered. However, a closed- loop control that can adjust and manipulate the process actuators according to the required product proper­ ties of the component will lead to a considerable increase in efficiency of the processes regarding resources and will decrease postproduction of the component. For most forming processes, one set of component dimensions will result in a certain set of product properties. However, to successfully establish closed-loop property controls for the processes, a systematic understanding of the reciprocity of the dimensions after forming and final product properties must be established. This work investigates the evolution of dimensional accuracy as well as product properties for a series of forming processes that utilize different degrees of freedom for process control.",label,journal,data/full_texts\Monitoring-the-evolution-of-dimensional-accuracy_2024_Advances-in-Industrial.txt,scientedirect
Morphological-evolution-of-nanosheets-stacked-spherical-ZnO-fo_2022_Journal-.pdf,Morphological evolution of nanosheets-stacked spherical ZnO for preparation of GO-Zn/ZnO ternary nanocomposite: A novel electrochemical platform for nanomolar detection of antihistamine promethazine hydrochloride,"This work focuses on the nanomolar-level detection of the antihistamine, promethazine hydrochloride (PMTZ), based on a novel ternary nanocomposite sonochemically prepared using a zinc-graphene oxide (GO-Zn) complex and a nanosheets-stacked spherical ZnO. The efficient detection of PMTZ is very important because of its critical side effects when overdosed and its high toxicity to aquatic life. Morphologically varied ZnO nanostructures (spindle-like, nanosheets-stacked spherical, nanoplates-based spherical, and rod-flower) were synthesized using a new aqueous solution approach by regulating the concentration of base in the reaction mixture. Characterization techniques including SEM, TEM, elemental mapping, XRD, Raman spectroscopy, and XPS were utilized for analyzing the properties of synthesized materials. Electrochemical investigations employing cyclic voltammetry and differential pulse voltammetry techni­ ques showcased outstanding electrocatalytic activity of the proposed ternary nanocomposite-modified screen-printed carbon electrode towards PMTZ detection. The PMTZ sensor attained ultra-low detection limit of 0.3 nM, broad linear range from 0.05 to 177.45 µM, and a sensitivity of 5.29 µAµM−1cm−2. Furthermore, good operational stability, anti-interference, repeatability, and reproducibility was exhibited by the developed sensor. The real sample analysis provided excellent recovery results indicating out­ standing practicability of PMTZ detection. © 2021 Elsevier B.V. All rights reserved.",label,Journal,data/full_texts\Morphological-evolution-of-nanosheets-stacked-spherical-ZnO-fo_2022_Journal-.txt,scientedirect
Morphometric-analysis-of-the-front-view-human-figu_2024_Journal-of-Archaeolo.pdf,"Morphometric analysis of the front-view human figures in the Ningming Huashan Rock Art, Southern China","The Zuojiang rock art group is a World Cultural Heritage area, of which the Ningming Huashan Rock Art site (NHRA), in Ningming County, Chongzuo City, Guangxi Zhuang Autonomous Region, is considered to be a representative locality. However, the NHRA is located on the steep cliffs facing the Zuojiang River making accessibility to analyze the rock art images extremely difficult. Most of the previous studies have focused on understanding the age, content, function and techniques used to create the rock art. However, given its inac­ cessibility, any previous attempts to analyze the rock art based on metric dimensions have failed. Here we present for the first time a metric analysis of 179 intact human figures from the NHRA that have been measured (height, image height (including head ornaments), arm width, leg width, arm span, leg span, torso height, chest width, area) using close range photogrammetry technology to obtain detailed data of the size, distribution range and compositional proportion of the human figures. The results show that the height, image height, arm span and leg span of the human figures are mostly distributed between 100–150 cm. Overall, it represents a Gaussian distribution. The torso height, arm and leg width are between 50–100 cm, chest width is between 20–30 cm, and area is between 0.3–0.4 m2. Detailed features of the head, hands, feet, and torso were also classified and numeric data were recorded which allowed for statistical analyses. Pearson’s correlation test results show that there is a significant correlation between the height and eight measurements indicating that the images follows the rules of proportionality and coordination, which in turn suggests that the painters are skilled at the creation of rock art. The results of this study are important for exploring the forms of organization within the social groups of the painters regarding the production, learning and diffusion of rock art. This study will shed further light on the variability of human figure rock art across southwest China and Southeast Asia.",label,Journal,data/full_texts\Morphometric-analysis-of-the-front-view-human-figu_2024_Journal-of-Archaeolo.txt,scientedirect
Multi-analytical-investigation-of-decorative-coatings_2021_Journal-of-the-Eu.pdf,"Multi-analytical investigation of decorative coatings on Neolithic Yangshao pottery from Ningxia, China (4000-3000 BCE)","Yangshao, well-known for its exquisite painted pottery, has long been considered as the most important Neolithic culture in China. Yangshao pottery excavated in Ningxia, a remote region, has never been scientifically inves­ tigated. In this study, the selected painted pottery samples from Ningxia were examined to characterise the decorative coatings using a multi-analytical approach. The white slip was likely made of kaolinitic clay. The black decoration on the surface was mostly jacobsite. Inclusion of manganese and iron oxides within the black decoration informed the process of jacobsite formation. Complemented by ab initio calculations, varying tones of black can be explained by the band gaps of different materials. An in-depth discussion on the formation of the detected materials will help gain insight into technical details involved in the craft of Yangshao pottery and therefore better understand the cultural diffusion of Yangshao from the core area to Ningxia.",label,Journal,data/full_texts\Multi-analytical-investigation-of-decorative-coatings_2021_Journal-of-the-Eu.txt,scientedirect
Multi-image-photogrammetry-as-a-practical-tool-for-cu_2014_Journal-of-Archae.pdf,Multi-image photogrammetry as a practical tool for cultural heritage survey and community engagement,"Multi-image photogrammetry is rapidly emerging as an important archaeological tool due in large part to the increasing level of automation in off the shelf software. The technique can offer signiﬁcant reductions in the cost of archaeological survey and in the enhancement of survey results and is of particular value therefore to archaeologists working in contract-led context, which in many areas accounts for the majority of archaeological work (up to 80% in Scotland for example). Recent advances in multi-image photogrammetric software have resulted in highly automated workﬂows and signiﬁcantly reduced the burden of technical knowledge required to produce survey results of an acceptable standard. Although the majority of multi-image photogrammetry surveys are still undertaken in an academic context the technique is increasingly being used by a far wider proportion of heritage professionals, many of whom are not ﬁrst and foremost specialists in photogrammetry. The adoption of such highly automated workﬂows presents certain risks with regard to accuracy and reliability of results as noted by Remondino et al. (2012, 52). However the enormous potential of the technique for rapid and accurate survey and for reduced costs cannot be ignored and the challenge we face is to ensure that the highly automated workﬂows adopted by archaeologists in contract-led contexts are robust and reliable and underpinned by guidance and knowledge exchange. This paper is not intended as a comprehensive technical review of the technical aspects of the technique or of its development but instead focusses on highlighting its potential as a practical everyday tool for archaeological practitioners to apply in two of the main types of contract-led archaeological work, rapid survey and community engagement. A non-technical overview of the technique is given followed by case studies illustrating how the technique has been applied successfully in a non-academic contract-led and community engagement context. These surveys have been undertaken with very limited budgets for both survey and post-processing of data and typically with very limited time frames. In each case study, use of multi-image photogrammetry has allowed for better, faster and more cost-effective results than would otherwise have been possible. Case studies include a survey of an Iron Age fort, a rapid survey of exposed segments of an intertidal wreck, both commissioned for heritage management purposes and a community survey of a 17th century gravestone undertaken by children under the age of 16. Finally the obstacles to wider adoption in the contract-led sector are discussed and it is argued that a concerted approach is required to create and disseminate simple and reliable workﬂows.  2014 Elsevier Ltd. All rights reserved.",label,Journal,data/full_texts\Multi-image-photogrammetry-as-a-practical-tool-for-cu_2014_Journal-of-Archae.txt,scientedirect
